Recorder Data Information,Test Reference Number,22_02_21_ETC_TB10_6,Source Frequency,10 Hz,
,Recorder Name,Legislative_Recorder,Destination Frequency,10 Hz,

Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX,
Count= 677,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--,
518,518,22/02/2021 22:04:25:980,48,48,1567,0,1,2,1.4,0.17,0.00,0.00,2,0.10,64,910.5,23.22,38.010,0.00,0.00,0.000,5,1654,0,#####,#####,#####,0.00,#####,47.10,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,70.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,52,52,
519,519,22/02/2021 22:04:26:80,48,48,1601,0,1,2,1.5,0.17,0.00,0.00,2,0.11,64,910.5,23.22,38.010,0.00,0.00,0.000,5,1654,0,#####,#####,#####,0.00,#####,47.10,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,70.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,52,52,
520,520,22/02/2021 22:04:26:180,48,48,1601,0,1,2,1.7,0.19,0.00,0.00,2,0.12,64,910.5,23.22,38.010,0.00,0.00,0.000,5,1578,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,52,52,
521,521,22/02/2021 22:04:26:280,48,48,1601,0,1,2,1.7,0.21,0.00,0.00,2,0.12,64,910.5,23.22,38.000,0.00,0.00,0.000,5,1578,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,53,53,
522,522,22/02/2021 22:04:26:380,48,48,1601,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.22,38.000,0.00,0.00,0.000,5,1646,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,53,53,
523,523,22/02/2021 22:04:26:480,48,48,1601,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.22,38.000,0.00,0.00,0.000,5,1646,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,53,53,
524,524,22/02/2021 22:04:26:580,48,48,1659,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.22,38.020,0.00,0.00,0.000,5,1643,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,53,53,
525,525,22/02/2021 22:04:26:680,48,48,1659,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.23,38.010,0.00,0.00,0.000,5,1643,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,53,53,
526,526,22/02/2021 22:04:26:780,48,48,1659,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.23,38.010,0.00,0.00,0.000,5,1520,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,53,53,
527,527,22/02/2021 22:04:26:880,48,48,1659,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.23,38.010,0.00,0.00,0.000,5,1520,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,53,53,
528,528,22/02/2021 22:04:26:980,48,48,1659,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.23,38.020,0.00,0.00,0.000,5,1619,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,53,53,
529,529,22/02/2021 22:04:27:80,48,48,1599,0,1,2,1.7,0.22,0.00,0.00,2,0.12,64,910.5,23.23,38.020,0.00,0.00,0.000,5,1619,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,53,53,
530,530,22/02/2021 22:04:27:180,48,48,1599,0,1,2,1.7,0.21,0.00,0.00,2,0.12,64,910.5,23.23,38.030,0.00,0.00,0.000,5,1544,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,71.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,53,53,
531,531,22/02/2021 22:04:27:280,48,48,1599,0,1,2,1.7,0.21,0.00,0.00,2,0.12,64,910.5,23.23,38.060,0.00,0.00,0.000,5,1544,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,71.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
532,532,22/02/2021 22:04:27:380,48,48,1599,0,1,2,1.7,0.22,0.00,0.00,2,0.12,64,910.5,23.23,38.060,0.00,0.00,0.000,5,1622,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,54,54,
533,533,22/02/2021 22:04:27:480,48,48,1599,0,1,2,1.7,0.22,0.00,0.00,2,0.12,64,910.5,23.23,38.060,0.00,0.00,0.000,5,1622,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,54,54,
534,534,22/02/2021 22:04:27:580,48,48,1634,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.23,38.090,0.00,0.00,0.000,5,1710,0,#####,#####,#####,0.00,#####,48.67,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-13,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
535,535,22/02/2021 22:04:27:680,48,48,1634,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.23,38.090,0.00,0.00,0.000,5,1710,0,#####,#####,#####,0.00,#####,48.67,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-13,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
536,536,22/02/2021 22:04:27:780,48,48,1634,0,1,2,1.7,0.26,0.00,0.00,2,0.12,64,910.5,23.23,38.100,0.00,0.00,0.000,5,1525,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,70.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,6.00,88888,0,5,54,54,
537,537,22/02/2021 22:04:27:880,48,48,1634,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.23,38.100,0.00,0.00,0.000,5,1525,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,70.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,6.00,88888,0,5,54,54,
538,538,22/02/2021 22:04:27:980,48,48,1634,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.23,38.100,0.00,0.00,0.000,5,1602,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
539,539,22/02/2021 22:04:28:80,48,48,1600,0,1,2,1.7,0.26,0.00,0.00,2,0.12,64,910.5,23.23,38.100,0.00,0.00,0.000,5,1602,0,#####,#####,#####,0.00,#####,45.92,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
540,540,22/02/2021 22:04:28:180,48,48,1600,0,1,2,1.7,0.26,0.00,0.00,0,0.12,64,910.5,23.23,38.090,0.00,0.00,0.000,5,1632,0,#####,#####,#####,0.00,#####,46.32,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,54,54,
541,541,22/02/2021 22:04:28:280,45,48,1600,0,1,0,1.6,0.25,0.00,0.00,0,0.11,64,910.5,23.23,38.090,0.00,0.00,0.000,5,1632,0,#####,#####,#####,0.00,#####,46.32,#####,#####,#####,#####,15,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,55,55,
542,542,22/02/2021 22:04:28:380,42,47,1600,0,1,0,1.4,0.25,0.00,0.00,0,0.09,64,910.5,23.23,38.090,0.00,0.00,0.000,5,1655,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-7,10,#####,0.00,#####,5.00,88888,0,5,55,55,
543,543,22/02/2021 22:04:28:480,38,44,1600,0,1,0,1.2,0.26,0.00,0.00,0,0.08,64,910.5,23.23,38.080,0.00,0.00,0.000,5,1655,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,69.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-7,10,#####,0.00,#####,5.00,88888,0,5,55,55,
544,544,22/02/2021 22:04:28:580,35,41,1671,0,1,0,1.0,0.27,0.00,0.00,0,0.06,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1721,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,4.50,88888,0,5,55,55,
545,545,22/02/2021 22:04:28:680,32,37,1671,0,1,0,0.9,0.28,0.00,0.00,0,0.05,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1721,0,#####,#####,#####,0.00,#####,43.18,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,4.50,88888,0,5,55,55,
546,546,22/02/2021 22:04:28:780,28,34,1671,0,1,0,0.7,0.28,0.00,0.00,0,0.03,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1673,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,55,55,
547,547,22/02/2021 22:04:28:880,25,31,1671,0,1,0,0.5,0.29,0.00,0.00,0,0.02,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1673,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-3,10,#####,0.00,#####,5.00,88888,0,5,55,55,
548,548,22/02/2021 22:04:28:980,22,27,1671,0,1,0,0.3,0.29,0.00,0.00,0,0.00,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1723,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,4.50,88888,0,5,55,55,
549,549,22/02/2021 22:04:29:80,18,24,1680,0,1,0,0.2,0.30,0.00,0.00,0,0.00,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1723,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,4.50,88888,0,5,55,55,
550,550,22/02/2021 22:04:29:180,15,21,1680,0,1,0,0.0,0.31,0.00,0.00,2,0.00,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1723,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,55,55,
551,551,22/02/2021 22:04:29:280,15,17,1680,0,1,2,0.2,0.31,0.00,0.00,2,0.00,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1723,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,56,56,
552,552,22/02/2021 22:04:29:380,15,15,1680,0,1,2,0.3,0.31,0.00,0.00,2,0.00,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1687,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,56,56,
553,553,22/02/2021 22:04:29:480,15,15,1680,0,1,2,0.5,0.31,0.00,0.00,2,0.02,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1687,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,56,56,
554,554,22/02/2021 22:04:29:580,15,15,1680,0,1,2,0.7,0.31,0.00,0.00,2,0.03,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1648,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,56,56,
555,555,22/02/2021 22:04:29:680,15,15,1683,0,1,2,0.8,0.31,0.00,0.00,2,0.04,64,910.5,23.23,38.070,0.00,0.00,0.000,5,1648,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,60.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,56,56,
556,556,22/02/2021 22:04:29:780,15,15,1683,0,1,2,1.0,0.31,0.00,0.00,2,0.06,64,910.5,23.24,38.060,0.00,0.00,0.000,5,1710,0,#####,#####,#####,0.00,#####,42.39,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,66.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,56,56,
557,557,22/02/2021 22:04:29:880,15,15,1683,0,1,2,1.2,0.30,0.00,0.00,2,0.07,64,910.5,23.24,38.060,0.00,0.00,0.000,5,1710,0,#####,#####,#####,0.00,#####,42.39,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,66.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,56,56,
558,558,22/02/2021 22:04:29:980,15,15,1683,0,1,2,1.4,0.30,0.00,0.00,2,0.09,64,910.5,23.24,38.060,0.00,0.00,0.000,5,1708,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,56,56,
559,559,22/02/2021 22:04:30:80,15,15,1683,0,1,2,1.5,0.29,0.00,0.00,2,0.10,64,910.5,23.24,38.050,0.00,0.00,0.000,5,1708,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-4,10,#####,0.00,#####,5.00,88888,0,5,56,56,
560,560,22/02/2021 22:04:30:180,15,15,1656,0,1,2,1.7,0.29,0.00,0.00,2,0.12,64,910.5,23.24,38.070,0.00,0.00,0.000,5,1620,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,56,56,
561,561,22/02/2021 22:04:30:280,15,15,1656,0,1,2,1.7,0.29,0.00,0.00,2,0.12,64,910.5,23.24,38.070,0.00,0.00,0.000,5,1620,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,57,57,
562,562,22/02/2021 22:04:30:380,15,15,1656,0,1,2,1.7,0.28,0.00,0.00,2,0.12,64,910.5,23.24,38.070,0.00,0.00,0.000,5,1624,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,57,57,
563,563,22/02/2021 22:04:30:480,15,15,1656,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.24,38.080,0.00,0.00,0.000,5,1624,0,#####,#####,#####,0.00,#####,45.53,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,57,57,
564,564,22/02/2021 22:04:30:580,15,15,1656,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1520,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-8,10,#####,0.00,#####,5.00,88888,0,5,57,57,
565,565,22/02/2021 22:04:30:680,15,15,1618,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1520,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-8,10,#####,0.00,#####,5.00,88888,0,5,57,57,
566,566,22/02/2021 22:04:30:780,15,15,1618,0,1,2,1.7,0.27,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1675,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,15,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,6.00,88888,0,5,57,57,
567,567,22/02/2021 22:04:30:880,15,15,1618,0,1,2,1.7,0.26,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1675,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,15,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,6.00,88888,0,5,57,57,
568,568,22/02/2021 22:04:30:980,15,15,1618,0,1,2,1.7,0.26,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1614,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,57,57,
569,569,22/02/2021 22:04:31:80,15,15,1618,0,1,2,1.7,0.25,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1614,0,#####,#####,#####,0.00,#####,44.35,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,57,57,
570,570,22/02/2021 22:04:31:180,15,15,1618,0,1,2,1.7,0.25,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1667,0,#####,#####,#####,0.00,#####,47.10,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,57,57,
571,571,22/02/2021 22:04:31:280,15,15,1618,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1667,0,#####,#####,#####,0.00,#####,47.10,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,58,58,
572,572,22/02/2021 22:04:31:380,15,15,1618,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1530,0,#####,#####,#####,0.00,#####,46.32,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,69.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,58,58,
573,573,22/02/2021 22:04:31:480,15,15,1618,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1530,0,#####,#####,#####,0.00,#####,46.32,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,69.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,58,58,
574,574,22/02/2021 22:04:31:580,15,15,1618,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.24,38.100,0.00,0.00,0.000,5,1579,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-7,10,#####,0.00,#####,5.00,88888,0,5,58,58,
575,575,22/02/2021 22:04:31:680,15,15,1610,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1579,0,#####,#####,#####,0.00,#####,44.75,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,68.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-7,10,#####,0.00,#####,5.00,88888,0,5,58,58,
576,576,22/02/2021 22:04:31:779,15,15,1610,0,1,2,1.7,0.23,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1671,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,58,58,
577,577,22/02/2021 22:04:31:879,15,15,1610,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1671,0,#####,#####,#####,0.00,#####,45.14,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,6.00,88888,0,5,58,58,
578,578,22/02/2021 22:04:31:980,15,15,1610,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.090,0.00,0.00,0.000,5,1615,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,58,58,
579,579,22/02/2021 22:04:32:79,15,15,1610,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.080,0.00,0.00,0.000,5,1615,0,#####,#####,#####,0.00,#####,43.96,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-15,1,#####,1,#####,0,0.00,31.00,-6,10,#####,0.00,#####,5.00,88888,0,5,58,58,
580,580,22/02/2021 22:04:32:179,15,15,1661,0,1,2,1.7,0.24,0.00,0.00,2,0.12,64,910.5,23.24,38.080,0.00,0.00,0.000,5,1633,0,#####,#####,#####,0.00,#####,43.57,#####,#####,#####,#####,14,#####,#####,35.000,61.00,0.00,2,67.000,7980.0,-14,1,#####,1,#####,0,0.00,31.00,-5,10,#####,0.00,#####,5.00,88888,0,5,58,58,
