Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
140,140,22/02/2021 15:32:48:262,390,399,2257,2,2,0,0,-3.46,0,0,0,0.92,58,907.5,20.97,37.29,-0.14,0,0,5,2299,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,38,66,0,2,51,7897,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,-5.5,88888,2,5,14,14
141,141,22/02/2021 15:32:48:362,398,393,2257,2,2,21,2,-5.41,0,0,21,1.62,58,907.5,20.97,37.29,-0.22,0,0,5,2299,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,15,#####,#####,38,66,0,2,51,7897,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,-5.5,88888,2,5,15,15
142,142,22/02/2021 15:32:48:462,406,391,2257,2,2,21,4.1,-7.43,0,0,21,2.62,58,907.5,20.97,37.29,-0.3,0,0,5,2235,0,#####,#####,#####,0,#####,27.87,#####,#####,#####,#####,14,#####,#####,38,66,0,2,52,7897,-21,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,-4,88888,2,5,15,15
143,143,22/02/2021 15:32:48:562,415,396,2257,2,2,21,6.3,-9.3,0,0,21,3.91,58,907.5,20.97,37.29,-0.39,0,0,5,2235,0,#####,#####,#####,0,#####,27.87,#####,#####,#####,#####,14,#####,#####,38,66,0,2,52,7897,-21,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,-4,88888,2,5,15,15
144,144,22/02/2021 15:32:48:662,423,405,2257,2,2,21,8.5,-10.53,0,0,21,5.42,58,907.5,20.97,37.29,-0.45,0,0,5,2324,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,14,#####,#####,38,66,0,2,52,7897,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,-5.5,88888,2,5,15,15
145,145,22/02/2021 15:32:48:762,432,414,2305,2,2,21,10.6,-11.23,0,0,21,7.12,58,907.5,20.97,37.29,-0.49,0,0,5,2324,0,#####,#####,#####,0,#####,27.48,#####,#####,#####,#####,14,#####,#####,38,66,0,2,52,7897,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,-5.5,88888,2,5,15,15
146,146,22/02/2021 15:32:48:862,440,423,2305,2,2,21,12.8,-12.58,0,0,21,9.09,58,907.5,20.97,37.29,-0.56,0,0,5,2439,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,66,0,2,50,7897,-19,1,#####,1,#####,0,0,31,1,11,#####,0,#####,-4,88888,2,5,15,15
147,147,22/02/2021 15:32:48:962,449,433,2305,2,2,21,15,-12.39,0,0,21,11.16,58,907.5,20.98,37.31,-0.56,0,0,5,2439,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,66,0,2,50,7897,-19,1,#####,1,#####,0,0,31,1,11,#####,0,#####,-4,88888,2,5,15,15
148,148,22/02/2021 15:32:49:62,457,444,2305,2,2,21,17.1,-10.94,0,0,21,13.21,58,907.5,20.97,37.3,-0.51,0,0,5,2536,0,#####,#####,#####,0,#####,35.33,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-13,1,#####,1,#####,0,0,31,2,14,#####,0,#####,24.5,88888,2,5,15,15
149,149,22/02/2021 15:32:49:162,466,454,2305,2,2,21,19.3,-8.91,0,0,21,15.22,58,907.5,20.97,37.3,-0.42,0,0,5,2536,0,#####,#####,#####,0,#####,35.33,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-13,1,#####,1,#####,0,0,31,2,14,#####,0,#####,24.5,88888,2,5,15,15
150,150,22/02/2021 15:32:49:262,474,466,2668,2,2,21,21.5,-5.31,0,0,21,17.12,58,907.5,20.97,37.3,-0.26,0,0,5,2964,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,15,#####,#####,38,67,0,2,72,7897,-13,1,#####,1,#####,3,0,31,5,18,#####,0,#####,29,88888,2,5,15,15
151,151,22/02/2021 15:32:49:362,478,478,2668,2,2,12,20.6,2.9,0,0,12,17.98,58,907.5,20.97,37.3,0.15,0,0,5,2964,0,#####,#####,#####,0,#####,41.21,#####,#####,#####,#####,15,#####,#####,38,67,0,2,72,7897,-13,1,#####,1,#####,3,0,31,5,18,#####,0,#####,29,88888,2,5,16,16
152,152,22/02/2021 15:32:49:462,482,483,2668,2,2,12,19.6,8.46,0,0,12,18.48,58,907.5,20.97,37.3,0.43,0,0,5,2775,0,#####,#####,#####,0,#####,50.24,#####,#####,#####,#####,14,#####,#####,38,67,0,2,78,7897,-8,1,#####,1,#####,7,0,31,7,21,#####,0,#####,26,88888,2,5,16,16
153,153,22/02/2021 15:32:49:562,486,486,2668,2,2,12,18.7,12.72,0,0,12,18.68,58,907.5,20.97,37.31,0.65,0,0,5,2775,0,#####,#####,#####,0,#####,50.24,#####,#####,#####,#####,14,#####,#####,38,67,0,2,78,7897,-8,1,#####,1,#####,7,0,31,7,21,#####,0,#####,26,88888,2,5,16,16
154,154,22/02/2021 15:32:49:662,491,489,2668,2,2,12,17.7,17.25,0,0,12,18.46,58,907.5,20.97,37.3,0.88,0,0,5,2775,0,#####,#####,#####,0,#####,60.05,#####,#####,#####,#####,15,#####,#####,38,67,0,2,81,7897,-6,1,#####,1,#####,10,0,31,5,24,#####,0,#####,25.5,88888,2,5,16,16
155,155,22/02/2021 15:32:49:762,495,493,2668,2,2,12,16.8,21.95,0,0,12,17.87,58,907.5,20.97,37.3,1.13,0,0,5,2775,0,#####,#####,#####,0,#####,60.05,#####,#####,#####,#####,15,#####,#####,38,67,0,2,81,7897,-6,1,#####,1,#####,10,0,31,5,24,#####,0,#####,25.5,88888,2,5,16,16
156,156,22/02/2021 15:32:49:862,499,495,2812,2,2,12,15.8,25.08,0,0,12,17,58,907.5,20.97,37.3,1.3,0,0,5,2824,0,#####,#####,#####,0,#####,65.15,#####,#####,#####,#####,15,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,14,0,31,2,25,#####,0,#####,24,88888,2,5,16,16
157,157,22/02/2021 15:32:49:962,503,498,2812,2,2,12,14.8,26.98,0,0,12,16.01,58,907.5,20.97,37.32,1.41,0,0,5,2824,0,#####,#####,#####,0,#####,65.15,#####,#####,#####,#####,15,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,14,0,31,2,25,#####,0,#####,24,88888,2,5,16,16
158,158,22/02/2021 15:32:50:62,508,502,2812,2,2,12,13.9,28.96,0,0,12,14.8,58,907.5,20.97,37.31,1.52,0,0,5,2855,0,#####,#####,#####,0,#####,65.55,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,14,0,31,-1,26,#####,0,#####,24,88888,2,5,16,16
159,159,22/02/2021 15:32:50:162,512,505,2812,2,2,12,12.9,30.49,0,0,12,13.43,58,907.5,20.97,37.31,1.61,0,0,5,2855,0,#####,#####,#####,0,#####,65.55,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,14,0,31,-1,26,#####,0,#####,24,88888,2,5,16,16
160,160,22/02/2021 15:32:50:262,516,508,2812,2,2,12,11.9,31.18,0,0,12,11.98,58,907.5,20.97,37.34,1.66,0,0,5,2884,0,#####,#####,#####,0,#####,65.15,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,13,0,31,-4,24,#####,0,#####,25.5,88888,2,5,16,16
161,161,22/02/2021 15:32:50:362,508,512,2905,2,2,0,10.9,31.16,0,0,0,10.48,58,907.6,20.97,37.34,1.67,0,0,5,2884,0,#####,#####,#####,0,#####,65.15,#####,#####,#####,#####,14,#####,#####,38,67,0,2,82,7897,-5,1,#####,1,#####,13,0,31,-4,24,#####,0,#####,25.5,88888,2,5,17,17
162,162,22/02/2021 15:32:50:462,499,512,2905,2,2,0,9.7,30.71,0,0,0,8.94,58,907.6,20.97,37.34,1.65,0,0,5,2937,0,#####,#####,#####,0,#####,59.66,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-5,1,#####,1,#####,11,0,31,-7,24,#####,0,#####,28.5,88888,2,5,17,17
163,163,22/02/2021 15:32:50:562,491,505,2905,2,2,0,8.4,29.9,0,0,0,7.38,58,907.6,20.97,37.34,1.58,0,0,5,2937,0,#####,#####,#####,0,#####,59.66,#####,#####,#####,#####,14,#####,#####,38,67,0,2,81,7897,-5,1,#####,1,#####,11,0,31,-7,24,#####,0,#####,28.5,88888,2,5,17,17
164,164,22/02/2021 15:32:50:662,482,496,2905,2,2,0,7.2,28.69,0,0,0,5.84,58,907.6,20.97,37.32,1.49,0,0,5,2963,0,#####,#####,#####,0,#####,47.1,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,8,0,31,-7,22,#####,0,#####,27.5,88888,2,5,17,17
165,165,22/02/2021 15:32:50:762,473,486,2905,2,2,0,6,27.54,0,0,0,4.29,58,907.6,20.97,37.32,1.4,0,0,5,2963,0,#####,#####,#####,0,#####,47.1,#####,#####,#####,#####,14,#####,#####,38,67,0,2,79,7897,-5,1,#####,1,#####,8,0,31,-7,22,#####,0,#####,27.5,88888,2,5,17,17
166,166,22/02/2021 15:32:50:862,464,477,2855,2,2,0,4.8,25.65,0,0,0,2.83,58,907.6,20.97,37.32,1.28,0,0,5,2841,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,15,#####,#####,38,67,0,2,75,7897,-7,1,#####,1,#####,5,0,31,-5,19,#####,0,#####,26,88888,2,5,17,17
167,167,22/02/2021 15:32:50:962,456,468,2855,2,2,0,3.6,22.38,0,0,0,1.54,58,907.6,20.97,37.32,1.1,0,0,5,2841,0,#####,#####,#####,0,#####,39.64,#####,#####,#####,#####,15,#####,#####,38,67,0,2,75,7897,-7,1,#####,1,#####,5,0,31,-5,19,#####,0,#####,26,88888,2,5,17,17
168,168,22/02/2021 15:32:51:62,447,457,2855,2,2,0,2.4,19.62,0,0,0,0.38,58,907.6,20.97,37.32,0.94,0,0,5,2747,0,#####,#####,#####,0,#####,34.54,#####,#####,#####,#####,15,#####,#####,38,67,0,2,71,7897,-9,1,#####,1,#####,2,0,31,1,16,#####,0,#####,25.5,88888,2,5,17,17
169,169,22/02/2021 15:32:51:162,438,447,2855,2,2,0,1.2,16.18,0,0,0,0,58,907.6,20.97,37.33,0.76,0,0,5,2747,0,#####,#####,#####,0,#####,34.54,#####,#####,#####,#####,15,#####,#####,38,67,0,2,71,7897,-9,1,#####,1,#####,2,0,31,1,16,#####,0,#####,25.5,88888,2,5,17,17
170,170,22/02/2021 15:32:51:262,429,439,2855,2,2,0,0,12.16,0,0,0,0,58,907.6,20.97,37.32,0.56,0,0,5,2614,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,15,#####,#####,38,67,0,2,61,7897,-19,1,#####,1,#####,0,0,31,2,13,#####,0,#####,24,88888,2,5,17,17
171,171,22/02/2021 15:32:51:362,429,427,2490,2,2,1,0.1,5.32,0,0,1,0.14,58,907.6,20.97,37.32,0.24,0,0,5,2614,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,15,#####,#####,38,67,0,2,61,7897,-19,1,#####,1,#####,0,0,31,2,13,#####,0,#####,24,88888,2,5,18,18
172,172,22/02/2021 15:32:51:462,428,420,2490,2,2,1,0.1,-0.43,0,0,1,0.4,58,907.6,20.97,37.32,-0.02,0,0,5,2490,0,#####,#####,#####,0,#####,25.91,#####,#####,#####,#####,15,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,-2.5,88888,2,5,18,18
173,173,22/02/2021 15:32:51:562,427,423,2490,2,2,1,0.2,-3.06,0,0,1,0.8,58,907.6,20.97,37.35,-0.14,0,0,5,2490,0,#####,#####,#####,0,#####,25.91,#####,#####,#####,#####,15,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,-2.5,88888,2,5,18,18
174,174,22/02/2021 15:32:51:662,427,424,2490,2,2,1,0.3,-5.14,0,0,1,1.29,58,907.6,20.97,37.35,-0.23,0,0,5,2447,0,#####,#####,#####,0,#####,25.91,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,-4.5,88888,2,5,18,18
175,175,22/02/2021 15:32:51:762,426,424,2490,2,2,1,0.4,-7.34,0,0,1,1.95,58,907.5,20.97,37.35,-0.33,0,0,5,2447,0,#####,#####,#####,0,#####,25.91,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,-4.5,88888,2,5,18,18
176,176,22/02/2021 15:32:51:862,426,425,2438,2,2,1,0.4,-8.99,0,0,1,2.68,58,907.5,20.97,37.35,-0.4,0,0,5,2438,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,15,#####,#####,38,67,0,2,51,7897,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,-4.5,88888,2,5,18,18
177,177,22/02/2021 15:32:51:962,425,425,2438,2,2,1,0.5,-9.42,0,0,1,3.43,58,907.5,20.97,37.35,-0.42,0,0,5,2438,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,15,#####,#####,38,67,0,2,51,7897,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,-4.5,88888,2,5,18,18
178,178,22/02/2021 15:32:52:62,424,424,2438,2,2,1,0.6,-10.22,0,0,1,4.24,58,907.5,20.97,37.35,-0.45,0,0,5,2433,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,-5.5,88888,2,5,18,18
179,179,22/02/2021 15:32:52:162,424,424,2438,2,2,1,0.7,-10.84,0,0,1,5.09,58,907.5,20.97,37.34,-0.48,0,0,5,2433,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,5,11,#####,0,#####,-5.5,88888,2,5,18,18
180,180,22/02/2021 15:32:52:262,423,423,2438,2,2,1,0.7,-11.34,0,0,1,5.98,58,907.5,20.97,37.34,-0.5,0,0,5,2438,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,-5.5,88888,2,5,18,18
181,181,22/02/2021 15:32:52:362,420,423,2443,2,2,0,0.7,-11.58,0,0,0,6.86,58,907.5,20.97,37.34,-0.51,0,0,5,2438,0,#####,#####,#####,0,#####,26.3,#####,#####,#####,#####,14,#####,#####,38,67,0,2,50,7897,-20,1,#####,1,#####,0,0,31,4,11,#####,0,#####,-5.5,88888,2,5,19,19
182,182,22/02/2021 15:32:52:462,416,424,2443,2,2,0,0.6,-10.69,0,0,0,7.63,58,907.5,20.97,37.34,-0.47,0,0,5,2497,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,38,67,0,2,57,7897,-16,1,#####,1,#####,0,0,31,7,12,#####,0,#####,24,88888,2,5,19,19
183,183,22/02/2021 15:32:52:562,412,422,2443,2,2,0,0.5,-7.99,0,0,0,8.11,58,907.5,20.97,37.35,-0.35,0,0,5,2497,0,#####,#####,#####,0,#####,31.4,#####,#####,#####,#####,14,#####,#####,38,67,0,2,57,7897,-16,1,#####,1,#####,0,0,31,7,12,#####,0,#####,24,88888,2,5,19,19
184,184,22/02/2021 15:32:52:662,408,418,2443,2,2,0,0.5,-5.63,0,0,0,8.44,58,907.5,20.97,37.35,-0.25,0,0,5,2503,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,38,67,0,2,63,7897,-13,1,#####,1,#####,1,0,31,5,14,#####,0,#####,24.5,88888,2,5,19,19
185,185,22/02/2021 15:32:52:762,404,418,2443,2,2,0,0.4,1,0,0,0,8.28,58,907.5,20.97,37.36,0.04,0,0,5,2503,0,#####,#####,#####,0,#####,36.5,#####,#####,#####,#####,15,#####,#####,38,67,0,2,63,7897,-13,1,#####,1,#####,1,0,31,5,14,#####,0,#####,24.5,88888,2,5,19,19
186,186,22/02/2021 15:32:52:862,400,413,2472,2,2,0,0.3,3.64,0,0,0,7.87,58,907.5,20.97,37.36,0.16,0,0,5,2361,0,#####,#####,#####,0,#####,40.82,#####,#####,#####,#####,15,#####,#####,38,67,0,2,69,7897,-12,1,#####,1,#####,3,0,31,8,15,#####,0,#####,24,88888,2,5,19,19
187,187,22/02/2021 15:32:52:962,396,408,2472,2,2,0,0.2,6.51,0,0,0,7.59,58,907.5,20.97,37.34,0.28,0,0,5,2361,0,#####,#####,#####,0,#####,40.82,#####,#####,#####,#####,15,#####,#####,38,67,0,2,69,7897,-12,1,#####,1,#####,3,0,31,8,15,#####,0,#####,24,88888,2,5,19,19
188,188,22/02/2021 15:32:53:62,392,403,2472,2,2,0,0.2,10.06,0,0,0,7.25,58,907.5,20.97,37.34,0.42,0,0,5,2319,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,67,0,2,72,7897,-12,1,#####,1,#####,4,0,31,9,15,#####,0,#####,24,88888,2,5,19,19
189,189,22/02/2021 15:32:53:162,388,398,2472,2,2,0,0.1,12.47,0,0,0,6.98,58,907.5,20.98,37.36,0.52,0,0,5,2319,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,67,0,2,72,7897,-12,1,#####,1,#####,4,0,31,9,15,#####,0,#####,24,88888,2,5,19,19
190,190,22/02/2021 15:32:53:262,384,393,2472,2,2,0,0,14.12,0,0,0,6.72,58,907.5,20.98,37.36,0.58,0,0,5,2273,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,15,#####,#####,38,67,0,2,72,7897,-12,1,#####,1,#####,4,0,31,11,16,#####,0,#####,24,88888,2,5,19,19
191,191,22/02/2021 15:32:53:362,389,389,2472,2,2,15,1.3,15,0,0,15,6.66,58,907.5,20.98,37.36,0.61,0,0,5,2273,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,15,#####,#####,38,67,0,2,72,7897,-12,1,#####,1,#####,4,0,31,11,16,#####,0,#####,24,88888,2,5,20,20
192,192,22/02/2021 15:32:53:462,395,386,2270,2,2,15,2.8,15.75,0,0,15,6.62,58,907.6,20.97,37.35,0.64,0,0,5,2273,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,67,0,2,72,7897,-13,1,#####,1,#####,4,0,31,13,15,#####,0,#####,24,88888,2,5,20,20
193,193,22/02/2021 15:32:53:562,400,389,2270,2,2,15,4.3,15.82,0,0,15,6.65,58,907.6,20.97,37.36,0.64,0,0,5,2273,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,67,0,2,72,7897,-13,1,#####,1,#####,4,0,31,13,15,#####,0,#####,24,88888,2,5,20,20
194,194,22/02/2021 15:32:53:662,405,394,2270,2,2,15,5.7,15.65,0,0,15,6.04,58,907.5,20.97,37.36,0.65,0,0,5,2201,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-13,1,#####,1,#####,4,0,31,12,15,#####,0,#####,24,88888,2,5,20,20
195,195,22/02/2021 15:32:53:762,411,400,2270,2,2,15,7.2,15.73,0,0,15,5.5,58,907.5,20.97,37.37,0.66,0,0,5,2201,0,#####,#####,#####,0,#####,42,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-13,1,#####,1,#####,4,0,31,12,15,#####,0,#####,24,88888,2,5,20,20
196,196,22/02/2021 15:32:53:862,416,405,2270,2,2,15,8.7,15,0,0,15,5.15,58,907.5,20.97,37.37,0.64,0,0,5,2272,0,#####,#####,#####,0,#####,41.6,#####,#####,#####,#####,15,#####,#####,38,67,0,2,70,7897,-13,1,#####,1,#####,4,0,31,10,15,#####,0,#####,24,88888,2,5,20,20
197,197,22/02/2021 15:32:53:962,422,410,2291,2,2,15,10.1,14.5,0,0,15,4.91,58,907.5,20.97,37.39,0.62,0,0,5,2272,0,#####,#####,#####,0,#####,41.6,#####,#####,#####,#####,15,#####,#####,38,67,0,2,70,7897,-13,1,#####,1,#####,4,0,31,10,15,#####,0,#####,24,88888,2,5,20,20
198,198,22/02/2021 15:32:54:62,427,415,2291,2,2,15,11.6,13.42,0,0,15,4.89,58,907.5,20.97,37.39,0.58,0,0,5,2322,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,68,7897,-13,1,#####,1,#####,3,0,31,9,14,#####,0,#####,24,88888,2,5,20,20
199,199,22/02/2021 15:32:54:162,433,421,2291,2,2,15,13.1,13.15,0,0,15,4.97,58,907.5,20.97,37.39,0.58,0,0,5,2322,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,68,7897,-13,1,#####,1,#####,3,0,31,9,14,#####,0,#####,24,88888,2,5,20,20
200,200,22/02/2021 15:32:54:262,438,426,2291,2,2,15,14.5,12.28,0,0,15,5.24,58,907.5,20.97,37.39,0.55,0,0,5,2369,0,#####,#####,#####,0,#####,35.72,#####,#####,#####,#####,15,#####,#####,38,67,0,2,65,7897,-13,1,#####,1,#####,2,0,31,10,14,#####,0,#####,24,88888,2,5,20,20
201,201,22/02/2021 15:32:54:362,447,431,2291,2,2,24,15.4,10.41,0,0,24,5.74,58,907.5,20.97,37.39,0.47,0,0,5,2369,0,#####,#####,#####,0,#####,35.72,#####,#####,#####,#####,15,#####,#####,38,67,0,2,65,7897,-13,1,#####,1,#####,2,0,31,10,14,#####,0,#####,24,88888,2,5,21,21
202,202,22/02/2021 15:32:54:462,457,438,2451,2,2,24,16.4,9.29,0,0,24,6.33,58,907.5,20.97,37.39,0.43,0,0,5,2451,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,38,67,0,2,62,7897,-13,1,#####,1,#####,2,0,31,7,13,#####,0,#####,24,88888,2,5,21,21
203,203,22/02/2021 15:32:54:562,466,446,2451,2,2,24,17.4,8.09,0,0,24,7.09,58,907.5,20.97,37.4,0.38,0,0,5,2451,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,38,67,0,2,62,7897,-13,1,#####,1,#####,2,0,31,7,13,#####,0,#####,24,88888,2,5,21,21
204,204,22/02/2021 15:32:54:662,476,456,2451,2,2,24,18.4,7.21,0,0,24,7.98,58,907.5,20.97,37.4,0.34,0,0,5,2517,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-13,1,#####,1,#####,2,0,31,10,13,#####,0,#####,24.5,88888,2,5,21,21
205,205,22/02/2021 15:32:54:762,486,466,2451,2,2,24,19.4,6.06,0,0,24,9.04,58,907.5,20.97,37.4,0.3,0,0,5,2517,0,#####,#####,#####,0,#####,34.93,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-13,1,#####,1,#####,2,0,31,10,13,#####,0,#####,24.5,88888,2,5,21,21
206,206,22/02/2021 15:32:54:862,495,477,2451,2,2,24,20.4,5.94,0,0,24,10.13,58,907.5,20.97,37.4,0.3,0,0,5,2628,0,#####,#####,#####,0,#####,37.68,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-11,1,#####,1,#####,3,0,31,5,13,#####,0,#####,25.5,88888,2,5,21,21
207,207,22/02/2021 15:32:54:962,505,488,2696,2,2,24,21.4,6.42,0,0,24,11.23,58,907.5,20.97,37.4,0.33,0,0,5,2628,0,#####,#####,#####,0,#####,37.68,#####,#####,#####,#####,14,#####,#####,38,67,0,2,61,7897,-11,1,#####,1,#####,3,0,31,5,13,#####,0,#####,25.5,88888,2,5,21,21
208,208,22/02/2021 15:32:55:62,515,499,2696,2,2,24,22.4,6.98,0,0,24,12.35,58,907.5,20.97,37.41,0.36,0,0,5,2751,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-10,1,#####,1,#####,5,0,31,3,14,#####,0,#####,27,88888,2,5,21,21
209,209,22/02/2021 15:32:55:162,524,509,2696,2,2,24,23.4,8.2,0,0,24,13.43,58,907.5,20.97,37.4,0.44,0,0,5,2751,0,#####,#####,#####,0,#####,40.03,#####,#####,#####,#####,14,#####,#####,38,67,0,2,71,7897,-10,1,#####,1,#####,5,0,31,3,14,#####,0,#####,27,88888,2,5,21,21
210,210,22/02/2021 15:32:55:262,534,520,2696,2,2,24,24.4,10.05,0,0,24,14.43,58,907.5,20.97,37.4,0.55,0,0,5,2984,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,67,0,2,75,7897,-8,1,#####,1,#####,7,0,31,8,16,#####,0,#####,29,88888,2,5,21,21
211,211,22/02/2021 15:32:55:362,547,530,2696,2,2,36,25.4,11.84,0,0,36,15.36,58,907.5,20.97,37.4,0.66,0,0,5,2984,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,67,0,2,75,7897,-8,1,#####,1,#####,7,0,31,8,16,#####,0,#####,29,88888,2,5,22,22
212,212,22/02/2021 15:32:55:462,562,540,3003,2,2,36,26.6,13.51,0,0,36,16.27,58,907.5,20.97,37.42,0.76,0,0,5,3109,0,#####,#####,#####,0,#####,47.49,#####,#####,#####,#####,14,#####,#####,38,67,0,2,77,7897,-6,1,#####,1,#####,7,0,31,4,18,#####,0,#####,30,88888,2,5,22,22
213,213,22/02/2021 15:32:55:562,576,553,3003,2,2,36,27.7,15.19,0,0,36,17.14,58,907.5,20.98,37.42,0.88,0,0,5,3109,0,#####,#####,#####,0,#####,47.49,#####,#####,#####,#####,14,#####,#####,38,67,0,2,77,7897,-6,1,#####,1,#####,7,0,31,4,18,#####,0,#####,30,88888,2,5,22,22
