Sr No,Rec.Index,TimeStamp,ESpeedDemand,SPEED,EngineSpeed,GearSet,RT_GEAR_Fdbk,Clutch_Demand,ETorqueDemand,TORQUE,TorqueDemand,ThrottleDemand,THROTTLESET,THROTTLEFB,CATS_Humidity,CATS_Press,CATS_Temp,T_Oil,POWER obs,Fuel_Flow,FUEL_DENSITY,RT_StepMode,OBD_ENGINERPM,OBD_KMPH,OBD_Abs_Baro_Press,OBD_AbsoluteLoadValue,OBD_AirFlowRate,OBD_Amb_Air_Temp,OBD_AmbientAirTemp,OBD_Cal_Load,OBD_CatalystTemp1,OBD_CatalystTemp2,OBD_Cmd_Evp_Purge,OBD_CommandEGR,OBD_Ctrl_Mode_Voltage,OBD_Dist_Aftr_DTC_Cleared,OBD_EGR_ERROR,OBD_Eng_AirIntak_Temp,OBD_Eng_Cool_Temp,OBD_FA_Smoke,OBD_FuelSystem_Status,OBD_Intak_Manfol_Abs_Press,OBD_KM_MIL_ON,OBD_LTFT_Bank_1,OBD_MIL_STATUS,OBD_No_Of_Warmups,OBD_O2SensorCnt_B2,OBD_OxygenSensor1,OBD_RelativeTrtlPosition,OBD_SecondaryAirStatus,OBD_Standard,OBD_STFT_Bank_1,OBD_Throttle_Position,OBD_Tim_Aftr_DTC_Cleared,OBD_Tim_Aftr_MIL_ON,OBD_TimeSinceEngineStart,OBD_Timing_Advance,Gear_FB_ohm,Current_Gear,STEPMODE,RT_ProgStepIndex,CURSTEPINDEX
Count= 678,,,RPM,RPM,RPM,--,--,--,Nm,Nm,Nm,%,%,%,%,hPa,°C,°C,kW,Kg/hr,Kg/m³,--,RPM,km/h,kPa,%,g/hr,°C,°C,Nm,°C,°C,%,%,--,km,%,°C,°C,--,--,kPa,km,%,--,--,--,--,%,°,--,%,%,min,min,sec,°,--,--,--,--,--
513,513,22/02/2021 15:33:25:561,48,48,1578,0,1,2,0.5,-0.02,0,0,2,0.04,58,907.6,20.98,38.24,0,0,0,5,1584,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,5,88888,0,5,52,52
514,514,22/02/2021 15:33:25:661,48,48,1578,0,1,2,0.7,-0.02,0,0,2,0.06,58,907.7,20.98,38.24,0,0,0,5,1584,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,5,88888,0,5,52,52
515,515,22/02/2021 15:33:25:761,48,48,1579,0,1,2,0.9,-0.02,0,0,2,0.07,58,907.7,20.98,38.26,0,0,0,5,1603,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,52,52
516,516,22/02/2021 15:33:25:861,48,48,1579,0,1,2,1,0,0,0,2,0.08,58,907.7,20.98,38.26,0,0,0,5,1603,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,52,52
517,517,22/02/2021 15:33:25:961,48,48,1579,0,1,2,1.2,0.01,0,0,2,0.1,58,907.7,20.98,38.26,0,0,0,5,1573,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
518,518,22/02/2021 15:33:26:61,48,48,1579,0,1,2,1.4,0.01,0,0,2,0.11,58,907.6,20.98,38.27,0,0,0,5,1573,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
519,519,22/02/2021 15:33:26:161,48,48,1579,0,1,2,1.5,0.02,0,0,2,0.12,58,907.6,20.98,38.26,0,0,0,5,1526,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
520,520,22/02/2021 15:33:26:261,48,48,1562,0,1,2,1.7,0.01,0,0,2,0.14,58,907.6,20.98,38.26,0,0,0,5,1526,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,52,52
521,521,22/02/2021 15:33:26:361,48,48,1562,0,1,2,1.7,0,0,0,2,0.14,58,907.6,20.98,38.27,0,0,0,5,1525,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,53,53
522,522,22/02/2021 15:33:26:461,48,48,1562,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.6,20.98,38.27,0,0,0,5,1525,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,68,0,2,67,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,53,53
523,523,22/02/2021 15:33:26:561,48,48,1562,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1598,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,53,53
524,524,22/02/2021 15:33:26:661,48,48,1562,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1598,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,53,53
525,525,22/02/2021 15:33:26:761,48,48,1595,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1600,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,53,53
526,526,22/02/2021 15:33:26:861,48,48,1595,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1600,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,53,53
527,527,22/02/2021 15:33:26:961,48,48,1595,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1610,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,53,53
528,528,22/02/2021 15:33:27:61,48,48,1595,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.6,20.98,38.27,0,0,0,5,1610,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,53,53
529,529,22/02/2021 15:33:27:161,48,48,1595,0,1,2,1.7,0.01,0,0,2,0.14,58,907.6,20.98,38.29,0,0,0,5,1618,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,53,53
530,530,22/02/2021 15:33:27:261,48,48,1595,0,1,2,1.7,0.02,0,0,2,0.14,58,907.6,20.98,38.29,0,0,0,5,1618,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,53,53
531,531,22/02/2021 15:33:27:361,48,48,1587,0,1,2,1.7,0.03,0,0,2,0.14,58,907.6,20.98,38.29,0,0,0,5,1583,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,6,88888,0,5,54,54
532,532,22/02/2021 15:33:27:461,48,48,1587,0,1,2,1.7,0.03,0,0,2,0.14,58,907.6,20.98,38.28,0,0,0,5,1583,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,6,88888,0,5,54,54
533,533,22/02/2021 15:33:27:561,48,48,1587,0,1,2,1.7,0.02,0,0,2,0.14,58,907.7,20.98,38.28,0,0,0,5,1595,0,#####,#####,#####,0,#####,45.53,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,54,54
534,534,22/02/2021 15:33:27:661,48,48,1587,0,1,2,1.7,0,0,0,2,0.14,58,907.6,20.98,38.29,0,0,0,5,1595,0,#####,#####,#####,0,#####,45.53,#####,#####,#####,#####,15,#####,#####,38,68,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,54,54
535,535,22/02/2021 15:33:27:761,48,48,1587,0,1,2,1.7,0,0,0,2,0.14,58,907.6,20.99,38.3,0,0,0,5,1595,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,54,54
536,536,22/02/2021 15:33:27:861,48,48,1578,0,1,2,1.7,0,0,0,2,0.14,58,907.7,20.99,38.3,0,0,0,5,1595,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,5,88888,0,5,54,54
537,537,22/02/2021 15:33:27:961,48,48,1578,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.7,20.99,38.3,0,0,0,5,1571,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,54,54
538,538,22/02/2021 15:33:28:61,48,48,1578,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.7,20.98,38.3,0,0,0,5,1571,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,54,54
539,539,22/02/2021 15:33:28:161,48,48,1578,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.7,20.98,38.3,0,0,0,5,1535,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,54,54
540,540,22/02/2021 15:33:28:261,48,48,1578,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.7,20.98,38.3,0,0,0,5,1535,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,54,54
541,541,22/02/2021 15:33:28:361,45,48,1565,0,1,0,1.6,0.01,0,0,0,0.13,58,907.7,20.98,38.3,0,0,0,5,1598,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,55,55
542,542,22/02/2021 15:33:28:461,42,47,1565,0,1,0,1.4,0.03,0,0,0,0.11,58,907.7,20.98,38.31,0,0,0,5,1598,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,55,55
543,543,22/02/2021 15:33:28:561,38,44,1565,0,1,0,1.2,0.04,0,0,0,0.1,58,907.6,20.98,38.31,0,0,0,5,1601,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,55,55
544,544,22/02/2021 15:33:28:661,35,41,1565,0,1,0,1,0.05,0,0,0,0.08,58,907.6,20.98,38.31,0,0,0,5,1601,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,55,55
545,545,22/02/2021 15:33:28:761,32,37,1565,0,1,0,0.9,0.05,0,0,0,0.07,58,907.7,20.98,38.3,0,0,0,5,1612,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,55,55
546,546,22/02/2021 15:33:28:861,28,34,1601,0,1,0,0.7,0.04,0,0,0,0.05,58,907.6,20.98,38.3,0,0,0,5,1612,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,55,55
547,547,22/02/2021 15:33:28:961,25,30,1601,0,1,0,0.5,0.03,0,0,0,0.04,58,907.6,20.98,38.3,0,0,0,5,1598,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,55,55
548,548,22/02/2021 15:33:29:61,22,27,1601,0,1,0,0.3,0.01,0,0,0,0.03,58,907.6,20.98,38.32,0,0,0,5,1598,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,55,55
549,549,22/02/2021 15:33:29:161,18,24,1601,0,1,0,0.2,0,0,0,0,0.01,58,907.7,20.98,38.32,0,0,0,5,1586,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,55,55
550,550,22/02/2021 15:33:29:261,15,21,1601,0,1,0,0,-0.01,0,0,0,0,58,907.7,20.98,38.31,0,0,0,5,1586,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,55,55
551,551,22/02/2021 15:33:29:361,15,17,1594,0,1,2,0.2,-0.01,0,0,2,0.01,58,907.6,20.98,38.31,0,0,0,5,1597,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
552,552,22/02/2021 15:33:29:461,15,15,1594,0,1,2,0.3,-0.02,0,0,2,0.03,58,907.6,20.98,38.31,0,0,0,5,1597,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
553,553,22/02/2021 15:33:29:561,15,15,1594,0,1,2,0.5,-0.03,0,0,2,0.04,58,907.6,20.98,38.34,0,0,0,5,1590,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
554,554,22/02/2021 15:33:29:661,15,15,1594,0,1,2,0.7,-0.03,0,0,2,0.06,58,907.6,20.99,38.33,0,0,0,5,1590,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
555,555,22/02/2021 15:33:29:761,15,15,1594,0,1,2,0.8,-0.04,0,0,2,0.07,58,907.7,20.99,38.33,0,0,0,5,1532,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,56,56
556,556,22/02/2021 15:33:29:861,15,15,1576,0,1,2,1,-0.04,0,0,2,0.09,58,907.7,20.99,38.31,0,0,0,5,1532,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,56,56
557,557,22/02/2021 15:33:29:961,15,15,1576,0,1,2,1.2,-0.05,0,0,2,0.1,58,907.7,20.99,38.31,0,0,0,5,1565,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,56,56
558,558,22/02/2021 15:33:30:61,15,15,1576,0,1,2,1.4,-0.06,0,0,2,0.12,58,907.7,20.99,38.33,0,0,0,5,1565,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,56,56
559,559,22/02/2021 15:33:30:161,15,15,1576,0,1,2,1.5,-0.06,0,0,2,0.13,58,907.7,20.99,38.33,0,0,0,5,1620,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,69,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
560,560,22/02/2021 15:33:30:261,15,15,1576,0,1,2,1.7,-0.06,0,0,2,0.15,58,907.7,20.98,38.33,0,0,0,5,1620,0,#####,#####,#####,0,#####,42.78,#####,#####,#####,#####,14,#####,#####,38,69,0,2,65,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,56,56
561,561,22/02/2021 15:33:30:361,15,15,1587,0,1,2,1.7,-0.06,0,0,2,0.14,58,907.6,20.98,38.33,0,0,0,5,1487,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,57,57
562,562,22/02/2021 15:33:30:461,15,15,1587,0,1,2,1.7,-0.05,0,0,2,0.14,58,907.6,20.98,38.33,0,0,0,5,1487,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,57,57
563,563,22/02/2021 15:33:30:561,15,15,1587,0,1,2,1.7,-0.05,0,0,2,0.14,58,907.6,20.98,38.33,0,0,0,5,1568,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,57,57
564,564,22/02/2021 15:33:30:661,15,15,1587,0,1,2,1.7,-0.04,0,0,2,0.14,58,907.6,20.98,38.31,0,0,0,5,1568,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,57,57
565,565,22/02/2021 15:33:30:761,15,15,1587,0,1,2,1.7,-0.03,0,0,2,0.14,58,907.7,20.98,38.31,0,0,0,5,1630,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,57,57
566,566,22/02/2021 15:33:30:861,15,15,1587,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.7,20.98,38.33,0,0,0,5,1630,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,57,57
567,567,22/02/2021 15:33:30:961,15,15,1592,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.7,20.98,38.33,0,0,0,5,1537,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,57,57
568,568,22/02/2021 15:33:31:61,15,15,1592,0,1,2,1.7,0,0,0,2,0.14,58,907.7,20.98,38.33,0,0,0,5,1537,0,#####,#####,#####,0,#####,43.57,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,57,57
569,569,22/02/2021 15:33:31:161,15,15,1592,0,1,2,1.7,0.02,0,0,2,0.14,58,907.7,20.99,38.34,0,0,0,5,1564,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6,88888,0,5,57,57
570,570,22/02/2021 15:33:31:261,15,15,1592,0,1,2,1.7,0.04,0,0,2,0.14,58,907.7,20.99,38.35,0,0,0,5,1564,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,6,88888,0,5,57,57
571,571,22/02/2021 15:33:31:361,15,15,1592,0,1,2,1.7,0.05,0,0,2,0.14,58,907.7,20.99,38.35,0,0,0,5,1638,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,58,58
572,572,22/02/2021 15:33:31:461,15,15,1604,0,1,2,1.7,0.05,0,0,2,0.14,58,907.7,20.99,38.35,0,0,0,5,1638,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,0,11,#####,0,#####,5,88888,0,5,58,58
573,573,22/02/2021 15:33:31:561,15,15,1604,0,1,2,1.7,0.05,0,0,2,0.14,58,907.7,21,38.35,0,0,0,5,1638,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,58,58
574,574,22/02/2021 15:33:31:661,15,15,1604,0,1,2,1.7,0.05,0,0,2,0.14,58,907.7,21,38.35,0,0,0,5,1638,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,1,11,#####,0,#####,5,88888,0,5,58,58
575,575,22/02/2021 15:33:31:761,15,15,1604,0,1,2,1.7,0.04,0,0,2,0.14,58,907.6,20.99,38.34,0,0,0,5,1595,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,58,58
576,576,22/02/2021 15:33:31:861,15,15,1604,0,1,2,1.7,0.04,0,0,2,0.14,58,907.6,20.99,38.34,0,0,0,5,1595,0,#####,#####,#####,0,#####,43.18,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,58,58
577,577,22/02/2021 15:33:31:961,15,15,1600,0,1,2,1.7,0.04,0,0,2,0.14,58,907.6,21,38.37,0,0,0,5,1625,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,58,58
578,578,22/02/2021 15:33:32:61,15,15,1600,0,1,2,1.7,0.04,0,0,2,0.14,58,907.7,21,38.37,0,0,0,5,1625,0,#####,#####,#####,0,#####,44.35,#####,#####,#####,#####,15,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,58,58
579,579,22/02/2021 15:33:32:161,15,15,1600,0,1,2,1.7,0.04,0,0,2,0.14,58,907.7,21,38.38,0,0,0,5,1540,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,58,58
580,580,22/02/2021 15:33:32:261,15,15,1600,0,1,2,1.7,0.04,0,0,2,0.14,58,907.7,21,38.37,0,0,0,5,1540,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,6,88888,0,5,58,58
581,581,22/02/2021 15:33:32:361,15,15,1600,0,1,2,1.7,0.04,0,0,2,0.14,58,907.6,21,38.37,0,0,0,5,1598,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,59,59
582,582,22/02/2021 15:33:32:461,15,15,1567,0,1,2,1.7,0.03,0,0,2,0.14,58,907.6,21,38.37,0,0,0,5,1598,0,#####,#####,#####,0,#####,43.96,#####,#####,#####,#####,14,#####,#####,38,69,0,2,66,7898,-20,1,#####,1,#####,0,0,31,-1,11,#####,0,#####,5,88888,0,5,59,59
583,583,22/02/2021 15:33:32:561,15,15,1567,0,1,2,1.7,0.02,0,0,2,0.14,58,907.6,20.99,38.38,0,0,0,5,1611,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,59,59
584,584,22/02/2021 15:33:32:661,15,15,1567,0,1,2,1.7,0.01,0,0,2,0.14,58,907.7,20.99,38.38,0,0,0,5,1611,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-2,11,#####,0,#####,5,88888,0,5,59,59
585,585,22/02/2021 15:33:32:761,15,15,1567,0,1,2,1.7,0,0,0,2,0.14,58,907.7,20.99,38.37,0,0,0,5,1576,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,6,88888,0,5,59,59
586,586,22/02/2021 15:33:32:861,15,15,1567,0,1,2,1.7,-0.01,0,0,2,0.14,58,907.7,20.99,38.37,0,0,0,5,1576,0,#####,#####,#####,0,#####,44.75,#####,#####,#####,#####,15,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-3,11,#####,0,#####,6,88888,0,5,59,59
587,587,22/02/2021 15:33:32:961,15,15,1553,0,1,2,1.7,-0.02,0,0,2,0.14,58,907.7,21,38.38,0,0,0,5,1544,0,#####,#####,#####,0,#####,45.14,#####,#####,#####,#####,14,#####,#####,38,69,0,2,67,7898,-20,1,#####,1,#####,0,0,31,-4,11,#####,0,#####,6,88888,0,5,59,59
